block,cuetype,cuetype_string,trialtype,trialtype_string,correct_key
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
,1,cong,1,left_cong,left
